,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
4028,"the #FBI ""MIGHT"" have enough information to charge hunter biden for tax and gun crimes.... why tf are we still paying these people?",the FBI MIGHT have enough information to charge hunter biden for tax and gun crimes why tf are we still paying these people,"['the', 'fbi', 'might', 'have', 'enough', 'information', 'to', 'charge', 'hunter', 'biden', 'for', 'tax', 'and', 'gun', 'crimes', 'why', 'tf', 'are', 'we', 'still', 'paying', 'these', 'people']","['fbi', 'might', 'enough', 'information', 'charge', 'hunter', 'biden', 'tax', 'gun', 'crimes', 'tf', 'still', 'paying', 'people']","['fbi', 'might', 'enough', 'inform', 'charg', 'hunter', 'biden', 'tax', 'gun', 'crime', 'tf', 'still', 'pay', 'peopl']","['fbi', 'might', 'enough', 'information', 'charge', 'hunter', 'biden', 'tax', 'gun', 'crime', 'tf', 'still', 'paying', 'people']"
4029,@Only_rock_radio Donate @tiorr_1 #indie #internet #radio supporting all genres unsigned indie music playing #Cops o… https://t.co/c05QkB5olD,Onlyrockradio Donate tiorr  indie internet radio supporting all genres unsigned indie music playing Cops o… httpstcoc QkB olD,"['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'all', 'genres', 'unsigned', 'indie', 'music', 'playing', 'cops', 'o', 'httpstcoc', 'qkb', 'old']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genres', 'unsigned', 'indie', 'music', 'playing', 'cops', 'httpstcoc', 'qkb', 'old']","['onlyrockradio', 'donat', 'tiorr', 'indi', 'internet', 'radio', 'support', 'genr', 'unsign', 'indi', 'music', 'play', 'cop', 'httpstcoc', 'qkb', 'old']","['onlyrockradio', 'donate', 'tiorr', 'indie', 'internet', 'radio', 'supporting', 'genre', 'unsigned', 'indie', 'music', 'playing', 'cop', 'httpstcoc', 'qkb', 'old']"
4032,"People must be some kind of STUPID to think the #fbi would indict hunter.  

this is another distraction","People must be some kind of STUPID to think the fbi would indict hunter  

this is another distraction","['people', 'must', 'be', 'some', 'kind', 'of', 'stupid', 'to', 'think', 'the', 'fbi', 'would', 'indict', 'hunter', 'this', 'is', 'another', 'distraction']","['people', 'must', 'kind', 'stupid', 'think', 'fbi', 'would', 'indict', 'hunter', 'another', 'distraction']","['peopl', 'must', 'kind', 'stupid', 'think', 'fbi', 'would', 'indict', 'hunter', 'anoth', 'distract']","['people', 'must', 'kind', 'stupid', 'think', 'fbi', 'would', 'indict', 'hunter', 'another', 'distraction']"
4033,"#FBI FBI 
Be careful what you post: How Facebook and the US government have united against Americans with the 'wron… https://t.co/ZKF098Egm8","FBI FBI 
Be careful what you post How Facebook and the US government have united against Americans with the wron… httpstcoZKF Egm ","['fbi', 'fbi', 'be', 'careful', 'what', 'you', 'post', 'how', 'facebook', 'and', 'the', 'us', 'government', 'have', 'united', 'against', 'americans', 'with', 'the', 'wron', 'httpstcozkf', 'egm', '']","['fbi', 'fbi', 'careful', 'post', 'facebook', 'us', 'government', 'united', 'americans', 'wron', 'httpstcozkf', 'egm', '']","['fbi', 'fbi', 'care', 'post', 'facebook', 'us', 'govern', 'unit', 'american', 'wron', 'httpstcozkf', 'egm', '']","['fbi', 'fbi', 'careful', 'post', 'facebook', 'u', 'government', 'united', 'american', 'wron', 'httpstcozkf', 'egm', '']"
4036,"The #FBI is being weaponized against #ProLife people 
@TheLCPR and Project Sentinel President LTC Tony Shaffer talk… https://t.co/UFSMATkala","The FBI is being weaponized against ProLife people 
TheLCPR and Project Sentinel President LTC Tony Shaffer talk… httpstcoUFSMATkala","['the', 'fbi', 'is', 'being', 'weaponized', 'against', 'prolife', 'people', 'thelcpr', 'and', 'project', 'sentinel', 'president', 'ltc', 'tony', 'shaffer', 'talk', 'httpstcoufsmatkala']","['fbi', 'weaponized', 'prolife', 'people', 'thelcpr', 'project', 'sentinel', 'president', 'ltc', 'tony', 'shaffer', 'talk', 'httpstcoufsmatkala']","['fbi', 'weapon', 'prolif', 'peopl', 'thelcpr', 'project', 'sentinel', 'presid', 'ltc', 'toni', 'shaffer', 'talk', 'httpstcoufsmatkala']","['fbi', 'weaponized', 'prolife', 'people', 'thelcpr', 'project', 'sentinel', 'president', 'ltc', 'tony', 'shaffer', 'talk', 'httpstcoufsmatkala']"
4037,"@Kathy89083261 @tweetlawlynne @Beverlyb11 @duty2warn But then, the #FBI may have found all of the documents.",Kathy  tweetlawlynne Beverlyb  duty warn But then the FBI may have found all of the documents,"['kathy', 'tweetlawlynne', 'beverlyb', 'duty', 'warn', 'but', 'then', 'the', 'fbi', 'may', 'have', 'found', 'all', 'of', 'the', 'documents']","['kathy', 'tweetlawlynne', 'beverlyb', 'duty', 'warn', 'fbi', 'may', 'found', 'documents']","['kathi', 'tweetlawlynn', 'beverlyb', 'duti', 'warn', 'fbi', 'may', 'found', 'document']","['kathy', 'tweetlawlynne', 'beverlyb', 'duty', 'warn', 'fbi', 'may', 'found', 'document']"
4038,@johncardillo If Hunter doesn’t bite on the tax/gun charges he deserves what he gets #RICO #FARA #BIGGUY… https://t.co/oxUYwsqazm,johncardillo If Hunter doesn’t bite on the taxgun charges he deserves what he gets RICO FARA BIGGUY… httpstcooxUYwsqazm,"['johncardillo', 'if', 'hunter', 'doesn', 't', 'bite', 'on', 'the', 'taxgun', 'charges', 'he', 'deserves', 'what', 'he', 'gets', 'rico', 'fara', 'bigguy', 'httpstcooxuywsqazm']","['johncardillo', 'hunter', 'bite', 'taxgun', 'charges', 'deserves', 'gets', 'rico', 'fara', 'bigguy', 'httpstcooxuywsqazm']","['johncardillo', 'hunter', 'bite', 'taxgun', 'charg', 'deserv', 'get', 'rico', 'fara', 'bigguy', 'httpstcooxuywsqazm']","['johncardillo', 'hunter', 'bite', 'taxgun', 'charge', 'deserves', 'get', 'rico', 'fara', 'bigguy', 'httpstcooxuywsqazm']"
4041,Real talk about going through an #ncaa investigation @BOOMHERRON1 #Buckeyes #spartans #realtalk #nil #securethebag… https://t.co/Cb02ew0HeF,Real talk about going through an ncaa investigation BOOMHERRON  Buckeyes spartans realtalk nil securethebag… httpstcoCb ew HeF,"['real', 'talk', 'about', 'going', 'through', 'an', 'ncaa', 'investigation', 'boomherron', 'buckeyes', 'spartans', 'realtalk', 'nil', 'securethebag', 'httpstcocb', 'ew', 'hef']","['real', 'talk', 'going', 'ncaa', 'investigation', 'boomherron', 'buckeyes', 'spartans', 'realtalk', 'nil', 'securethebag', 'httpstcocb', 'ew', 'hef']","['real', 'talk', 'go', 'ncaa', 'investig', 'boomherron', 'buckey', 'spartan', 'realtalk', 'nil', 'securethebag', 'httpstcocb', 'ew', 'hef']","['real', 'talk', 'going', 'ncaa', 'investigation', 'boomherron', 'buckeye', 'spartan', 'realtalk', 'nil', 'securethebag', 'httpstcocb', 'ew', 'hef']"
4044,The #FBI warns that supply chains are “increasingly a point of vulnerability for computer intrusions.” Is your supp… https://t.co/nCt2z984ZR,The FBI warns that supply chains are “increasingly a point of vulnerability for computer intrusions” Is your supp… httpstconCt z ZR,"['the', 'fbi', 'warns', 'that', 'supply', 'chains', 'are', 'increasingly', 'a', 'point', 'of', 'vulnerability', 'for', 'computer', 'intrusions', 'is', 'your', 'supp', 'httpstconct', 'z', 'zr']","['fbi', 'warns', 'supply', 'chains', 'increasingly', 'point', 'vulnerability', 'computer', 'intrusions', 'supp', 'httpstconct', 'z', 'zr']","['fbi', 'warn', 'suppli', 'chain', 'increasingli', 'point', 'vulner', 'comput', 'intrus', 'supp', 'httpstconct', 'z', 'zr']","['fbi', 'warns', 'supply', 'chain', 'increasingly', 'point', 'vulnerability', 'computer', 'intrusion', 'supp', 'httpstconct', 'z', 'zr']"
4045,"@wendy_resists @Cubfan13241 To the #Republicans and #MAGA supporters, the idea of not voting is a good thing, it wi… https://t.co/ZEfV9zbVPp",wendyresists Cubfan  To the Republicans and MAGA supporters the idea of not voting is a good thing it wi… httpstcoZEfV zbVPp,"['wendyresists', 'cubfan', 'to', 'the', 'republicans', 'and', 'maga', 'supporters', 'the', 'idea', 'of', 'not', 'voting', 'is', 'a', 'good', 'thing', 'it', 'wi', 'httpstcozefv', 'zbvpp']","['wendyresists', 'cubfan', 'republicans', 'maga', 'supporters', 'idea', 'voting', 'good', 'thing', 'wi', 'httpstcozefv', 'zbvpp']","['wendyresist', 'cubfan', 'republican', 'maga', 'support', 'idea', 'vote', 'good', 'thing', 'wi', 'httpstcozefv', 'zbvpp']","['wendyresists', 'cubfan', 'republican', 'maga', 'supporter', 'idea', 'voting', 'good', 'thing', 'wi', 'httpstcozefv', 'zbvpp']"
4046,Bouhammer Daily Digest is out! https://t.co/LY5NIeAvRf Stories via @yoURDATAisyours #fbi #biden,Bouhammer Daily Digest is out httpstcoLY NIeAvRf Stories via yoURDATAisyours fbi biden,"['bouhammer', 'daily', 'digest', 'is', 'out', 'httpstcoly', 'nieavrf', 'stories', 'via', 'yourdataisyours', 'fbi', 'biden']","['bouhammer', 'daily', 'digest', 'httpstcoly', 'nieavrf', 'stories', 'via', 'yourdataisyours', 'fbi', 'biden']","['bouhamm', 'daili', 'digest', 'httpstcoli', 'nieavrf', 'stori', 'via', 'yourdataisyour', 'fbi', 'biden']","['bouhammer', 'daily', 'digest', 'httpstcoly', 'nieavrf', 'story', 'via', 'yourdataisyours', 'fbi', 'biden']"
4048,"@MuffDvrGOLD @laurenboebert Hey Muff Diver, were you 1/6/21? Asking for the #FBI",MuffDvrGOLD laurenboebert Hey Muff Diver were you   Asking for the FBI,"['muffdvrgold', 'laurenboebert', 'hey', 'muff', 'diver', 'were', 'you', 'asking', 'for', 'the', 'fbi']","['muffdvrgold', 'laurenboebert', 'hey', 'muff', 'diver', 'asking', 'fbi']","['muffdvrgold', 'laurenboebert', 'hey', 'muff', 'diver', 'ask', 'fbi']","['muffdvrgold', 'laurenboebert', 'hey', 'muff', 'diver', 'asking', 'fbi']"
4049,"The #FBI offers a reward of up to $5,000 for independently verifiable info that leads to the arrest and conviction… https://t.co/X5AsG7r9hT",The FBI offers a reward of up to   for independently verifiable info that leads to the arrest and conviction… httpstcoX AsG r hT,"['the', 'fbi', 'offers', 'a', 'reward', 'of', 'up', 'to', 'for', 'independently', 'verifiable', 'info', 'that', 'leads', 'to', 'the', 'arrest', 'and', 'conviction', 'httpstcox', 'asg', 'r', 'ht']","['fbi', 'offers', 'reward', 'independently', 'verifiable', 'info', 'leads', 'arrest', 'conviction', 'httpstcox', 'asg', 'r', 'ht']","['fbi', 'offer', 'reward', 'independ', 'verifi', 'info', 'lead', 'arrest', 'convict', 'httpstcox', 'asg', 'r', 'ht']","['fbi', 'offer', 'reward', 'independently', 'verifiable', 'info', 'lead', 'arrest', 'conviction', 'httpstcox', 'asg', 'r', 'ht']"
4050,"Is the #FBI sponsoring extortion? According to Michael Daughtery, whose cancer research company was targeted, the… https://t.co/XmcG7SgZUt",Is the FBI sponsoring extortion According to Michael Daughtery whose cancer research company was targeted the… httpstcoXmcG SgZUt,"['is', 'the', 'fbi', 'sponsoring', 'extortion', 'according', 'to', 'michael', 'daughtery', 'whose', 'cancer', 'research', 'company', 'was', 'targeted', 'the', 'httpstcoxmcg', 'sgzut']","['fbi', 'sponsoring', 'extortion', 'according', 'michael', 'daughtery', 'whose', 'cancer', 'research', 'company', 'targeted', 'httpstcoxmcg', 'sgzut']","['fbi', 'sponsor', 'extort', 'accord', 'michael', 'daughteri', 'whose', 'cancer', 'research', 'compani', 'target', 'httpstcoxmcg', 'sgzut']","['fbi', 'sponsoring', 'extortion', 'according', 'michael', 'daughtery', 'whose', 'cancer', 'research', 'company', 'targeted', 'httpstcoxmcg', 'sgzut']"
4051,"“The evidence during the 2020 Presidential election campaign, the #FBI conspired and combined with large corporatio… https://t.co/0HyF5I7Ut7",“The evidence during the   Presidential election campaign the FBI conspired and combined with large corporatio… httpstco HyF I Ut ,"['', 'the', 'evidence', 'during', 'the', 'presidential', 'election', 'campaign', 'the', 'fbi', 'conspired', 'and', 'combined', 'with', 'large', 'corporatio', 'httpstco', 'hyf', 'i', 'ut', '']","['', 'evidence', 'presidential', 'election', 'campaign', 'fbi', 'conspired', 'combined', 'large', 'corporatio', 'httpstco', 'hyf', 'ut', '']","['', 'evid', 'presidenti', 'elect', 'campaign', 'fbi', 'conspir', 'combin', 'larg', 'corporatio', 'httpstco', 'hyf', 'ut', '']","['', 'evidence', 'presidential', 'election', 'campaign', 'fbi', 'conspired', 'combined', 'large', 'corporatio', 'httpstco', 'hyf', 'ut', '']"
4052,"Hackers maintained deep access inside military organization's network, U.S. officials reveal… https://t.co/m6QBsQn6jR",Hackers maintained deep access inside military organizations network US officials reveal… httpstcom QBsQn jR,"['hackers', 'maintained', 'deep', 'access', 'inside', 'military', 'organizations', 'network', 'us', 'officials', 'reveal', 'httpstcom', 'qbsqn', 'jr']","['hackers', 'maintained', 'deep', 'access', 'inside', 'military', 'organizations', 'network', 'us', 'officials', 'reveal', 'httpstcom', 'qbsqn', 'jr']","['hacker', 'maintain', 'deep', 'access', 'insid', 'militari', 'organ', 'network', 'us', 'offici', 'reveal', 'httpstcom', 'qbsqn', 'jr']","['hacker', 'maintained', 'deep', 'access', 'inside', 'military', 'organization', 'network', 'u', 'official', 'reveal', 'httpstcom', 'qbsqn', 'jr']"
4054,"“The allegations and records paint a disgraceful picture of abuse that women within the #FBI...""
According to Senat… https://t.co/TRuthveLMk","“The allegations and records paint a disgraceful picture of abuse that women within the FBI
According to Senat… httpstcoTRuthveLMk","['', 'the', 'allegations', 'and', 'records', 'paint', 'a', 'disgraceful', 'picture', 'of', 'abuse', 'that', 'women', 'within', 'the', 'fbi', 'according', 'to', 'senat', 'httpstcotruthvelmk']","['', 'allegations', 'records', 'paint', 'disgraceful', 'picture', 'abuse', 'women', 'within', 'fbi', 'according', 'senat', 'httpstcotruthvelmk']","['', 'alleg', 'record', 'paint', 'disgrac', 'pictur', 'abus', 'women', 'within', 'fbi', 'accord', 'senat', 'httpstcotruthvelmk']","['', 'allegation', 'record', 'paint', 'disgraceful', 'picture', 'abuse', 'woman', 'within', 'fbi', 'according', 'senat', 'httpstcotruthvelmk']"
4055,5/ And from @20committee YourINT SITREP (07 OCT 2022) https://t.co/7MGQKWLDag #Biden #nuclearweapons… https://t.co/5FTwOn797J,  And from  committee YourINT SITREP   OCT   httpstco MGQKWLDag Biden nuclearweapons… httpstco FTwOn J,"['', 'and', 'from', 'committee', 'yourint', 'sitrep', 'oct', 'httpstco', 'mgqkwldag', 'biden', 'nuclearweapons', 'httpstco', 'ftwon', 'j']","['', 'committee', 'yourint', 'sitrep', 'oct', 'httpstco', 'mgqkwldag', 'biden', 'nuclearweapons', 'httpstco', 'ftwon', 'j']","['', 'committe', 'yourint', 'sitrep', 'oct', 'httpstco', 'mgqkwldag', 'biden', 'nuclearweapon', 'httpstco', 'ftwon', 'j']","['', 'committee', 'yourint', 'sitrep', 'oct', 'httpstco', 'mgqkwldag', 'biden', 'nuclearweapons', 'httpstco', 'ftwon', 'j']"
4061,Did u know being #anonymous no one will find out!! Till everyone goes #online and search the #publicrecords #🤣 did… https://t.co/N8BTT1ZTaV,Did u know being anonymous no one will find out Till everyone goes online and search the publicrecords 🤣 did… httpstcoN BTT ZTaV,"['did', 'u', 'know', 'being', 'anonymous', 'no', 'one', 'will', 'find', 'out', 'till', 'everyone', 'goes', 'online', 'and', 'search', 'the', 'publicrecords', 'did', 'httpstcon', 'btt', 'ztav']","['u', 'know', 'anonymous', 'one', 'find', 'till', 'everyone', 'goes', 'online', 'search', 'publicrecords', 'httpstcon', 'btt', 'ztav']","['u', 'know', 'anonym', 'one', 'find', 'till', 'everyon', 'goe', 'onlin', 'search', 'publicrecord', 'httpstcon', 'btt', 'ztav']","['u', 'know', 'anonymous', 'one', 'find', 'till', 'everyone', 'go', 'online', 'search', 'publicrecords', 'httpstcon', 'btt', 'ztav']"
4065,Hunter Biden: Twitter explodes over news federal agents have enough to file charges against Hunter Biden. Is the BI… https://t.co/EO11X74n0d,Hunter Biden Twitter explodes over news federal agents have enough to file charges against Hunter Biden Is the BI… httpstcoEO X n d,"['hunter', 'biden', 'twitter', 'explodes', 'over', 'news', 'federal', 'agents', 'have', 'enough', 'to', 'file', 'charges', 'against', 'hunter', 'biden', 'is', 'the', 'bi', 'httpstcoeo', 'x', 'n', 'd']","['hunter', 'biden', 'twitter', 'explodes', 'news', 'federal', 'agents', 'enough', 'file', 'charges', 'hunter', 'biden', 'bi', 'httpstcoeo', 'x', 'n']","['hunter', 'biden', 'twitter', 'explod', 'news', 'feder', 'agent', 'enough', 'file', 'charg', 'hunter', 'biden', 'bi', 'httpstcoeo', 'x', 'n']","['hunter', 'biden', 'twitter', 'explodes', 'news', 'federal', 'agent', 'enough', 'file', 'charge', 'hunter', 'biden', 'bi', 'httpstcoeo', 'x', 'n']"
4066,Very True -  The Rich &amp; Powerful #Republicans not only think they are above our Laws they prove can use their Power… https://t.co/6aUWD6diR8,Very True   The Rich amp Powerful Republicans not only think they are above our Laws they prove can use their Power… httpstco aUWD diR ,"['very', 'true', 'the', 'rich', 'amp', 'powerful', 'republicans', 'not', 'only', 'think', 'they', 'are', 'above', 'our', 'laws', 'they', 'prove', 'can', 'use', 'their', 'power', 'httpstco', 'auwd', 'dir', '']","['true', 'rich', 'amp', 'powerful', 'republicans', 'think', 'laws', 'prove', 'use', 'power', 'httpstco', 'auwd', 'dir', '']","['true', 'rich', 'amp', 'power', 'republican', 'think', 'law', 'prove', 'use', 'power', 'httpstco', 'auwd', 'dir', '']","['true', 'rich', 'amp', 'powerful', 'republican', 'think', 'law', 'prove', 'use', 'power', 'httpstco', 'auwd', 'dir', '']"
4069,Ps - FIRE those traitorous #FBI agents too. https://t.co/xA6tEyTnd7,Ps  FIRE those traitorous FBI agents too httpstcoxA tEyTnd ,"['ps', 'fire', 'those', 'traitorous', 'fbi', 'agents', 'too', 'httpstcoxa', 'teytnd', '']","['ps', 'fire', 'traitorous', 'fbi', 'agents', 'httpstcoxa', 'teytnd', '']","['ps', 'fire', 'traitor', 'fbi', 'agent', 'httpstcoxa', 'teytnd', '']","['p', 'fire', 'traitorous', 'fbi', 'agent', 'httpstcoxa', 'teytnd', '']"
4071,"After all the bullshit we have heard about #HunterBiden, the #FBI decides to go after a gun purchase and taxes?? I’… https://t.co/ndxw7Ckkj5",After all the bullshit we have heard about HunterBiden the FBI decides to go after a gun purchase and taxes I’… httpstcondxw Ckkj ,"['after', 'all', 'the', 'bullshit', 'we', 'have', 'heard', 'about', 'hunterbiden', 'the', 'fbi', 'decides', 'to', 'go', 'after', 'a', 'gun', 'purchase', 'and', 'taxes', 'i', 'httpstcondxw', 'ckkj', '']","['bullshit', 'heard', 'hunterbiden', 'fbi', 'decides', 'go', 'gun', 'purchase', 'taxes', 'httpstcondxw', 'ckkj', '']","['bullshit', 'heard', 'hunterbiden', 'fbi', 'decid', 'go', 'gun', 'purchas', 'tax', 'httpstcondxw', 'ckkj', '']","['bullshit', 'heard', 'hunterbiden', 'fbi', 'decides', 'go', 'gun', 'purchase', 'tax', 'httpstcondxw', 'ckkj', '']"
4072,@Sloemoe11 @ChuckCallesto They’ll seal records so Joe Biden can never be charged! #DOJ #FBI,Sloemoe  ChuckCallesto They’ll seal records so Joe Biden can never be charged DOJ FBI,"['sloemoe', 'chuckcallesto', 'they', 'll', 'seal', 'records', 'so', 'joe', 'biden', 'can', 'never', 'be', 'charged', 'doj', 'fbi']","['sloemoe', 'chuckcallesto', 'seal', 'records', 'joe', 'biden', 'never', 'charged', 'doj', 'fbi']","['sloemo', 'chuckcallesto', 'seal', 'record', 'joe', 'biden', 'never', 'charg', 'doj', 'fbi']","['sloemoe', 'chuckcallesto', 'seal', 'record', 'joe', 'biden', 'never', 'charged', 'doj', 'fbi']"
4075,"@Jeffrey03864342 #fBi Statistics admit that 1,500,000 Crimes are Stopped or Prevented each year , by A Heroes who B… https://t.co/Sib6c49tC1",Jeffrey  fBi Statistics admit that   Crimes are Stopped or Prevented each year  by A Heroes who B… httpstcoSib c tC ,"['jeffrey', 'fbi', 'statistics', 'admit', 'that', 'crimes', 'are', 'stopped', 'or', 'prevented', 'each', 'year', 'by', 'a', 'heroes', 'who', 'b', 'httpstcosib', 'c', 'tc', '']","['jeffrey', 'fbi', 'statistics', 'admit', 'crimes', 'stopped', 'prevented', 'year', 'heroes', 'b', 'httpstcosib', 'c', 'tc', '']","['jeffrey', 'fbi', 'statist', 'admit', 'crime', 'stop', 'prevent', 'year', 'hero', 'b', 'httpstcosib', 'c', 'tc', '']","['jeffrey', 'fbi', 'statistic', 'admit', 'crime', 'stopped', 'prevented', 'year', 'hero', 'b', 'httpstcosib', 'c', 'tc', '']"
4076,"Hey @FBI if you ever wanted to get a jump-start on your cereal pedophile list, here you go. #FBI #pedo #disgusting https://t.co/PONW7N2Qow",Hey FBI if you ever wanted to get a jumpstart on your cereal pedophile list here you go FBI pedo disgusting httpstcoPONW N Qow,"['hey', 'fbi', 'if', 'you', 'ever', 'wanted', 'to', 'get', 'a', 'jumpstart', 'on', 'your', 'cereal', 'pedophile', 'list', 'here', 'you', 'go', 'fbi', 'pedo', 'disgusting', 'httpstcoponw', 'n', 'qow']","['hey', 'fbi', 'ever', 'wanted', 'get', 'jumpstart', 'cereal', 'pedophile', 'list', 'go', 'fbi', 'pedo', 'disgusting', 'httpstcoponw', 'n', 'qow']","['hey', 'fbi', 'ever', 'want', 'get', 'jumpstart', 'cereal', 'pedophil', 'list', 'go', 'fbi', 'pedo', 'disgust', 'httpstcoponw', 'n', 'qow']","['hey', 'fbi', 'ever', 'wanted', 'get', 'jumpstart', 'cereal', 'pedophile', 'list', 'go', 'fbi', 'pedo', 'disgusting', 'httpstcoponw', 'n', 'qow']"
4079,"If you receive a text saying you have tax relief money to claim, don’t take the bait.  The #FBI Internet Crime Comp… https://t.co/BXNs314aCk",If you receive a text saying you have tax relief money to claim don’t take the bait  The FBI Internet Crime Comp… httpstcoBXNs aCk,"['if', 'you', 'receive', 'a', 'text', 'saying', 'you', 'have', 'tax', 'relief', 'money', 'to', 'claim', 'don', 't', 'take', 'the', 'bait', 'the', 'fbi', 'internet', 'crime', 'comp', 'httpstcobxns', 'ack']","['receive', 'text', 'saying', 'tax', 'relief', 'money', 'claim', 'take', 'bait', 'fbi', 'internet', 'crime', 'comp', 'httpstcobxns', 'ack']","['receiv', 'text', 'say', 'tax', 'relief', 'money', 'claim', 'take', 'bait', 'fbi', 'internet', 'crime', 'comp', 'httpstcobxn', 'ack']","['receive', 'text', 'saying', 'tax', 'relief', 'money', 'claim', 'take', 'bait', 'fbi', 'internet', 'crime', 'comp', 'httpstcobxns', 'ack']"
4081,"Here's the real public service announcement the #FBI and #CISA should publish: Delete Facebook, install an ad filte… https://t.co/zzVn2SYnG3",Heres the real public service announcement the FBI and CISA should publish Delete Facebook install an ad filte… httpstcozzVn SYnG ,"['heres', 'the', 'real', 'public', 'service', 'announcement', 'the', 'fbi', 'and', 'cisa', 'should', 'publish', 'delete', 'facebook', 'install', 'an', 'ad', 'filte', 'httpstcozzvn', 'syng', '']","['heres', 'real', 'public', 'service', 'announcement', 'fbi', 'cisa', 'publish', 'delete', 'facebook', 'install', 'ad', 'filte', 'httpstcozzvn', 'syng', '']","['here', 'real', 'public', 'servic', 'announc', 'fbi', 'cisa', 'publish', 'delet', 'facebook', 'instal', 'ad', 'filt', 'httpstcozzvn', 'syng', '']","['here', 'real', 'public', 'service', 'announcement', 'fbi', 'cisa', 'publish', 'delete', 'facebook', 'install', 'ad', 'filte', 'httpstcozzvn', 'syng', '']"
4082,@TheOtherMandela you mean the #FBI,TheOtherMandela you mean the FBI,"['theothermandela', 'you', 'mean', 'the', 'fbi']","['theothermandela', 'mean', 'fbi']","['theothermandela', 'mean', 'fbi']","['theothermandela', 'mean', 'fbi']"
4090,"@whistlenstripes Someone in #fbi or #doj is apparently frustrated by the lack of an indictment fir the gun charges,… https://t.co/Xdk2JybC94",whistlenstripes Someone in fbi or doj is apparently frustrated by the lack of an indictment fir the gun charges… httpstcoXdk JybC ,"['whistlenstripes', 'someone', 'in', 'fbi', 'or', 'doj', 'is', 'apparently', 'frustrated', 'by', 'the', 'lack', 'of', 'an', 'indictment', 'fir', 'the', 'gun', 'charges', 'httpstcoxdk', 'jybc', '']","['whistlenstripes', 'someone', 'fbi', 'doj', 'apparently', 'frustrated', 'lack', 'indictment', 'fir', 'gun', 'charges', 'httpstcoxdk', 'jybc', '']","['whistlenstrip', 'someon', 'fbi', 'doj', 'appar', 'frustrat', 'lack', 'indict', 'fir', 'gun', 'charg', 'httpstcoxdk', 'jybc', '']","['whistlenstripes', 'someone', 'fbi', 'doj', 'apparently', 'frustrated', 'lack', 'indictment', 'fir', 'gun', 'charge', 'httpstcoxdk', 'jybc', '']"
4091,#Bobulinski The #FBI has hidden more than we know. They protect Biden &amp; his High Crimes. Where's the… https://t.co/hZUmVBtmwo,Bobulinski The FBI has hidden more than we know They protect Biden amp his High Crimes Wheres the… httpstcohZUmVBtmwo,"['bobulinski', 'the', 'fbi', 'has', 'hidden', 'more', 'than', 'we', 'know', 'they', 'protect', 'biden', 'amp', 'his', 'high', 'crimes', 'wheres', 'the', 'httpstcohzumvbtmwo']","['bobulinski', 'fbi', 'hidden', 'know', 'protect', 'biden', 'amp', 'high', 'crimes', 'wheres', 'httpstcohzumvbtmwo']","['bobulinski', 'fbi', 'hidden', 'know', 'protect', 'biden', 'amp', 'high', 'crime', 'where', 'httpstcohzumvbtmwo']","['bobulinski', 'fbi', 'hidden', 'know', 'protect', 'biden', 'amp', 'high', 'crime', 'wheres', 'httpstcohzumvbtmwo']"
4094,"#FBI 
FBI whistleblowers: Hundreds of agents have resigned to escape sexual misconduct allegations - Washington Exa… https://t.co/R3B0W62C1S","FBI 
FBI whistleblowers Hundreds of agents have resigned to escape sexual misconduct allegations  Washington Exa… httpstcoR B W C S","['fbi', 'fbi', 'whistleblowers', 'hundreds', 'of', 'agents', 'have', 'resigned', 'to', 'escape', 'sexual', 'misconduct', 'allegations', 'washington', 'exa', 'httpstcor', 'b', 'w', 'c', 's']","['fbi', 'fbi', 'whistleblowers', 'hundreds', 'agents', 'resigned', 'escape', 'sexual', 'misconduct', 'allegations', 'washington', 'exa', 'httpstcor', 'b', 'w', 'c']","['fbi', 'fbi', 'whistleblow', 'hundr', 'agent', 'resign', 'escap', 'sexual', 'misconduct', 'alleg', 'washington', 'exa', 'httpstcor', 'b', 'w', 'c']","['fbi', 'fbi', 'whistleblower', 'hundred', 'agent', 'resigned', 'escape', 'sexual', 'misconduct', 'allegation', 'washington', 'exa', 'httpstcor', 'b', 'w', 'c']"
4095,We're Hiring! The #FBI has a wide variety of career paths for individuals from all backgrounds and experiences. Exp… https://t.co/Qulit5W06J,Were Hiring The FBI has a wide variety of career paths for individuals from all backgrounds and experiences Exp… httpstcoQulit W J,"['were', 'hiring', 'the', 'fbi', 'has', 'a', 'wide', 'variety', 'of', 'career', 'paths', 'for', 'individuals', 'from', 'all', 'backgrounds', 'and', 'experiences', 'exp', 'httpstcoqulit', 'w', 'j']","['hiring', 'fbi', 'wide', 'variety', 'career', 'paths', 'individuals', 'backgrounds', 'experiences', 'exp', 'httpstcoqulit', 'w', 'j']","['hire', 'fbi', 'wide', 'varieti', 'career', 'path', 'individu', 'background', 'experi', 'exp', 'httpstcoqulit', 'w', 'j']","['hiring', 'fbi', 'wide', 'variety', 'career', 'path', 'individual', 'background', 'experience', 'exp', 'httpstcoqulit', 'w', 'j']"
