,text,clean text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
2,"@kylenabecker Hmm-Makes u wonder if anything Kyle tweets is actually #true? 

“Becker…writes a steady stream of vir… https://t.co/8DK3fooxyY","kylenabecker HmmMakes u wonder if anything Kyle tweets is actually true 

“Becker…writes a steady stream of vir… httpstco DK fooxyY","['kylenabecker', 'hmmmakes', 'u', 'wonder', 'if', 'anything', 'kyle', 'tweets', 'is', 'actually', 'true', 'becker', 'writes', 'a', 'steady', 'stream', 'of', 'vir', 'httpstco', 'dk', 'fooxyy']","['kylenabecker', 'hmmmakes', 'u', 'wonder', 'anything', 'kyle', 'tweets', 'actually', 'true', 'becker', 'writes', 'steady', 'stream', 'vir', 'httpstco', 'dk', 'fooxyy']","['kylenabeck', 'hmmmake', 'u', 'wonder', 'anyth', 'kyle', 'tweet', 'actual', 'true', 'becker', 'write', 'steadi', 'stream', 'vir', 'httpstco', 'dk', 'fooxyy']","['kylenabecker', 'hmmmakes', 'u', 'wonder', 'anything', 'kyle', 'tweet', 'actually', 'true', 'becker', 'writes', 'steady', 'stream', 'vir', 'httpstco', 'dk', 'fooxyy']"
7,I had celebratory dinner last night with a 102 yr old Holocaust Survivor. Just because I don't agree with my own or… https://t.co/UCOhdOn8vx,I had celebratory dinner last night with a   yr old Holocaust Survivor Just because I dont agree with my own or… httpstcoUCOhdOn vx,"['i', 'had', 'celebratory', 'dinner', 'last', 'night', 'with', 'a', 'yr', 'old', 'holocaust', 'survivor', 'just', 'because', 'i', 'dont', 'agree', 'with', 'my', 'own', 'or', 'httpstcoucohdon', 'vx']","['celebratory', 'dinner', 'last', 'night', 'yr', 'old', 'holocaust', 'survivor', 'dont', 'agree', 'httpstcoucohdon', 'vx']","['celebratori', 'dinner', 'last', 'night', 'yr', 'old', 'holocaust', 'survivor', 'dont', 'agre', 'httpstcoucohdon', 'vx']","['celebratory', 'dinner', 'last', 'night', 'yr', 'old', 'holocaust', 'survivor', 'dont', 'agree', 'httpstcoucohdon', 'vx']"
8,"(Fox News):#Georgia, #FBI searching for missing toddler whose babysitter reports 'odd' text before disappearance :… https://t.co/71VHvT51sm",Fox NewsGeorgia FBI searching for missing toddler whose babysitter reports odd text before disappearance … httpstco VHvT sm,"['fox', 'newsgeorgia', 'fbi', 'searching', 'for', 'missing', 'toddler', 'whose', 'babysitter', 'reports', 'odd', 'text', 'before', 'disappearance', 'httpstco', 'vhvt', 'sm']","['fox', 'newsgeorgia', 'fbi', 'searching', 'missing', 'toddler', 'whose', 'babysitter', 'reports', 'odd', 'text', 'disappearance', 'httpstco', 'vhvt', 'sm']","['fox', 'newsgeorgia', 'fbi', 'search', 'miss', 'toddler', 'whose', 'babysitt', 'report', 'odd', 'text', 'disappear', 'httpstco', 'vhvt', 'sm']","['fox', 'newsgeorgia', 'fbi', 'searching', 'missing', 'toddler', 'whose', 'babysitter', 'report', 'odd', 'text', 'disappearance', 'httpstco', 'vhvt', 'sm']"
12,The #FBI has raised the flag on the rise in elder fraud scams in recent years.  According to their 2021 Internet Cr… https://t.co/TFvzCuVz6Q,The FBI has raised the flag on the rise in elder fraud scams in recent years  According to their   Internet Cr… httpstcoTFvzCuVz Q,"['the', 'fbi', 'has', 'raised', 'the', 'flag', 'on', 'the', 'rise', 'in', 'elder', 'fraud', 'scams', 'in', 'recent', 'years', 'according', 'to', 'their', 'internet', 'cr', 'httpstcotfvzcuvz', 'q']","['fbi', 'raised', 'flag', 'rise', 'elder', 'fraud', 'scams', 'recent', 'years', 'according', 'internet', 'cr', 'httpstcotfvzcuvz', 'q']","['fbi', 'rais', 'flag', 'rise', 'elder', 'fraud', 'scam', 'recent', 'year', 'accord', 'internet', 'cr', 'httpstcotfvzcuvz', 'q']","['fbi', 'raised', 'flag', 'rise', 'elder', 'fraud', 'scam', 'recent', 'year', 'according', 'internet', 'cr', 'httpstcotfvzcuvz', 'q']"
13,BTW I wasn't servicing the CPF at all during my time of labor &amp; service to the #FBI &amp; #CIA all those years so do no… https://t.co/Fw9c0P0Xb6,BTW I wasnt servicing the CPF at all during my time of labor amp service to the FBI amp CIA all those years so do no… httpstcoFw c P Xb ,"['btw', 'i', 'wasnt', 'servicing', 'the', 'cpf', 'at', 'all', 'during', 'my', 'time', 'of', 'labor', 'amp', 'service', 'to', 'the', 'fbi', 'amp', 'cia', 'all', 'those', 'years', 'so', 'do', 'no', 'httpstcofw', 'c', 'p', 'xb', '']","['btw', 'wasnt', 'servicing', 'cpf', 'time', 'labor', 'amp', 'service', 'fbi', 'amp', 'cia', 'years', 'httpstcofw', 'c', 'p', 'xb', '']","['btw', 'wasnt', 'servic', 'cpf', 'time', 'labor', 'amp', 'servic', 'fbi', 'amp', 'cia', 'year', 'httpstcofw', 'c', 'p', 'xb', '']","['btw', 'wasnt', 'servicing', 'cpf', 'time', 'labor', 'amp', 'service', 'fbi', 'amp', 'cia', 'year', 'httpstcofw', 'c', 'p', 'xb', '']"
15,"@kylenabecker #PaidProfessionalLiar says wut?

“Becker…writes a steady stream of viral, often #misleading tweets on… https://t.co/J3jOm8N4F8","kylenabecker PaidProfessionalLiar says wut

“Becker…writes a steady stream of viral often misleading tweets on… httpstcoJ jOm N F ","['kylenabecker', 'paidprofessionalliar', 'says', 'wut', 'becker', 'writes', 'a', 'steady', 'stream', 'of', 'viral', 'often', 'misleading', 'tweets', 'on', 'httpstcoj', 'jom', 'n', 'f', '']","['kylenabecker', 'paidprofessionalliar', 'says', 'wut', 'becker', 'writes', 'steady', 'stream', 'viral', 'often', 'misleading', 'tweets', 'httpstcoj', 'jom', 'n', 'f', '']","['kylenabeck', 'paidprofessionalliar', 'say', 'wut', 'becker', 'write', 'steadi', 'stream', 'viral', 'often', 'mislead', 'tweet', 'httpstcoj', 'jom', 'n', 'f', '']","['kylenabecker', 'paidprofessionalliar', 'say', 'wut', 'becker', 'writes', 'steady', 'stream', 'viral', 'often', 'misleading', 'tweet', 'httpstcoj', 'jom', 'n', 'f', '']"
28,"Over 40 #FBI agents are on the ground in Savannah, #Georgia, to help search for a toddler Quinton Simon who mysteri… https://t.co/4VNbFHpUd9",Over   FBI agents are on the ground in Savannah Georgia to help search for a toddler Quinton Simon who mysteri… httpstco VNbFHpUd ,"['over', 'fbi', 'agents', 'are', 'on', 'the', 'ground', 'in', 'savannah', 'georgia', 'to', 'help', 'search', 'for', 'a', 'toddler', 'quinton', 'simon', 'who', 'mysteri', 'httpstco', 'vnbfhpud', '']","['fbi', 'agents', 'ground', 'savannah', 'georgia', 'help', 'search', 'toddler', 'quinton', 'simon', 'mysteri', 'httpstco', 'vnbfhpud', '']","['fbi', 'agent', 'ground', 'savannah', 'georgia', 'help', 'search', 'toddler', 'quinton', 'simon', 'mysteri', 'httpstco', 'vnbfhpud', '']","['fbi', 'agent', 'ground', 'savannah', 'georgia', 'help', 'search', 'toddler', 'quinton', 'simon', 'mysteri', 'httpstco', 'vnbfhpud', '']"
36,https://t.co/OvSeKZmRhs the #FBI have become the defacto #Politicalpolice of @TheDemocrats and now targeting… https://t.co/ILhOXhbx0V,httpstcoOvSeKZmRhs the FBI have become the defacto Politicalpolice of TheDemocrats and now targeting… httpstcoILhOXhbx V,"['httpstcoovsekzmrhs', 'the', 'fbi', 'have', 'become', 'the', 'defacto', 'politicalpolice', 'of', 'thedemocrats', 'and', 'now', 'targeting', 'httpstcoilhoxhbx', 'v']","['httpstcoovsekzmrhs', 'fbi', 'become', 'defacto', 'politicalpolice', 'thedemocrats', 'targeting', 'httpstcoilhoxhbx', 'v']","['httpstcoovsekzmrh', 'fbi', 'becom', 'defacto', 'politicalpolic', 'thedemocrat', 'target', 'httpstcoilhoxhbx', 'v']","['httpstcoovsekzmrhs', 'fbi', 'become', 'defacto', 'politicalpolice', 'thedemocrats', 'targeting', 'httpstcoilhoxhbx', 'v']"
37,Abolish the #FBI https://t.co/8DufLwziCo,Abolish the FBI httpstco DufLwziCo,"['abolish', 'the', 'fbi', 'httpstco', 'duflwzico']","['abolish', 'fbi', 'httpstco', 'duflwzico']","['abolish', 'fbi', 'httpstco', 'duflwzico']","['abolish', 'fbi', 'httpstco', 'duflwzico']"
39,#SNN #FOX #Scam #FBI Retirees in America lose about $1.7 billion to scammers. FBI raises the alarm. https://t.co/FWrwgo9Rwe,SNN FOX Scam FBI Retirees in America lose about   billion to scammers FBI raises the alarm httpstcoFWrwgo Rwe,"['snn', 'fox', 'scam', 'fbi', 'retirees', 'in', 'america', 'lose', 'about', 'billion', 'to', 'scammers', 'fbi', 'raises', 'the', 'alarm', 'httpstcofwrwgo', 'rwe']","['snn', 'fox', 'scam', 'fbi', 'retirees', 'america', 'lose', 'billion', 'scammers', 'fbi', 'raises', 'alarm', 'httpstcofwrwgo', 'rwe']","['snn', 'fox', 'scam', 'fbi', 'retire', 'america', 'lose', 'billion', 'scammer', 'fbi', 'rais', 'alarm', 'httpstcofwrwgo', 'rwe']","['snn', 'fox', 'scam', 'fbi', 'retiree', 'america', 'lose', 'billion', 'scammer', 'fbi', 'raise', 'alarm', 'httpstcofwrwgo', 'rwe']"
40,Unconstitutional Federal Government Actions have Poisoned our Entire Judicial System #corruption #doj #fbi… https://t.co/T6XlPR1wgg,Unconstitutional Federal Government Actions have Poisoned our Entire Judicial System corruption doj fbi… httpstcoT XlPR wgg,"['unconstitutional', 'federal', 'government', 'actions', 'have', 'poisoned', 'our', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcot', 'xlpr', 'wgg']","['unconstitutional', 'federal', 'government', 'actions', 'poisoned', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcot', 'xlpr', 'wgg']","['unconstitut', 'feder', 'govern', 'action', 'poison', 'entir', 'judici', 'system', 'corrupt', 'doj', 'fbi', 'httpstcot', 'xlpr', 'wgg']","['unconstitutional', 'federal', 'government', 'action', 'poisoned', 'entire', 'judicial', 'system', 'corruption', 'doj', 'fbi', 'httpstcot', 'xlpr', 'wgg']"
52,Trump is nothing special. Let's not lose perspective. Through all the side shows &amp; all the pain he has caused this… https://t.co/jkCnS5ngcv,Trump is nothing special Lets not lose perspective Through all the side shows amp all the pain he has caused this… httpstcojkCnS ngcv,"['trump', 'is', 'nothing', 'special', 'lets', 'not', 'lose', 'perspective', 'through', 'all', 'the', 'side', 'shows', 'amp', 'all', 'the', 'pain', 'he', 'has', 'caused', 'this', 'httpstcojkcns', 'ngcv']","['trump', 'nothing', 'special', 'lets', 'lose', 'perspective', 'side', 'shows', 'amp', 'pain', 'caused', 'httpstcojkcns', 'ngcv']","['trump', 'noth', 'special', 'let', 'lose', 'perspect', 'side', 'show', 'amp', 'pain', 'caus', 'httpstcojkcn', 'ngcv']","['trump', 'nothing', 'special', 'let', 'lose', 'perspective', 'side', 'show', 'amp', 'pain', 'caused', 'httpstcojkcns', 'ngcv']"
53,"@wendy_resists You MAGA are funny as hell. When the LAW tells you Trump won in 2016, even though he lost the popula… https://t.co/EKJTRwtHBQ",wendyresists You MAGA are funny as hell When the LAW tells you Trump won in   even though he lost the popula… httpstcoEKJTRwtHBQ,"['wendyresists', 'you', 'maga', 'are', 'funny', 'as', 'hell', 'when', 'the', 'law', 'tells', 'you', 'trump', 'won', 'in', 'even', 'though', 'he', 'lost', 'the', 'popula', 'httpstcoekjtrwthbq']","['wendyresists', 'maga', 'funny', 'hell', 'law', 'tells', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']","['wendyresist', 'maga', 'funni', 'hell', 'law', 'tell', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']","['wendyresists', 'maga', 'funny', 'hell', 'law', 'tell', 'trump', 'even', 'though', 'lost', 'popula', 'httpstcoekjtrwthbq']"
55,@LoveYourLifeHon We ALL must take blame for letting these degenerates in the main house. They are morally corrupt a… https://t.co/mNq6eyJiIe,LoveYourLifeHon We ALL must take blame for letting these degenerates in the main house They are morally corrupt a… httpstcomNq eyJiIe,"['loveyourlifehon', 'we', 'all', 'must', 'take', 'blame', 'for', 'letting', 'these', 'degenerates', 'in', 'the', 'main', 'house', 'they', 'are', 'morally', 'corrupt', 'a', 'httpstcomnq', 'eyjiie']","['loveyourlifehon', 'must', 'take', 'blame', 'letting', 'degenerates', 'main', 'house', 'morally', 'corrupt', 'httpstcomnq', 'eyjiie']","['loveyourlifehon', 'must', 'take', 'blame', 'let', 'degener', 'main', 'hous', 'moral', 'corrupt', 'httpstcomnq', 'eyjii']","['loveyourlifehon', 'must', 'take', 'blame', 'letting', 'degenerate', 'main', 'house', 'morally', 'corrupt', 'httpstcomnq', 'eyjiie']"
57,"@emptywheel reports on a #DOJ audit of #FBI use of #ParallelConstruction https://t.co/2BpcI0G51N

#privacy #warrantless #spying","emptywheel reports on a DOJ audit of FBI use of ParallelConstruction httpstco BpcI G N

privacy warrantless spying","['emptywheel', 'reports', 'on', 'a', 'doj', 'audit', 'of', 'fbi', 'use', 'of', 'parallelconstruction', 'httpstco', 'bpci', 'g', 'n', 'privacy', 'warrantless', 'spying']","['emptywheel', 'reports', 'doj', 'audit', 'fbi', 'use', 'parallelconstruction', 'httpstco', 'bpci', 'g', 'n', 'privacy', 'warrantless', 'spying']","['emptywheel', 'report', 'doj', 'audit', 'fbi', 'use', 'parallelconstruct', 'httpstco', 'bpci', 'g', 'n', 'privaci', 'warrantless', 'spi']","['emptywheel', 'report', 'doj', 'audit', 'fbi', 'use', 'parallelconstruction', 'httpstco', 'bpci', 'g', 'n', 'privacy', 'warrantless', 'spying']"
65,i've just watched episode S05 | E03 of FBI! #fbi  https://t.co/snxB32MmSN #tvtime https://t.co/61sIOOeu0p,ive just watched episode S   E  of FBI fbi  httpstcosnxB MmSN tvtime httpstco sIOOeu p,"['ive', 'just', 'watched', 'episode', 's', 'e', 'of', 'fbi', 'fbi', 'httpstcosnxb', 'mmsn', 'tvtime', 'httpstco', 'siooeu', 'p']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosnxb', 'mmsn', 'tvtime', 'httpstco', 'siooeu', 'p']","['ive', 'watch', 'episod', 'e', 'fbi', 'fbi', 'httpstcosnxb', 'mmsn', 'tvtime', 'httpstco', 'siooeu', 'p']","['ive', 'watched', 'episode', 'e', 'fbi', 'fbi', 'httpstcosnxb', 'mmsn', 'tvtime', 'httpstco', 'siooeu', 'p']"
68,"“Before our very eyes, Biden and his left-wing handlers are turning America into a police state,” says Trump.

Form… https://t.co/25ICy7wutf","“Before our very eyes Biden and his leftwing handlers are turning America into a police state” says Trump

Form… httpstco ICy wutf","['', 'before', 'our', 'very', 'eyes', 'biden', 'and', 'his', 'leftwing', 'handlers', 'are', 'turning', 'america', 'into', 'a', 'police', 'state', 'says', 'trump', 'form', 'httpstco', 'icy', 'wutf']","['', 'eyes', 'biden', 'leftwing', 'handlers', 'turning', 'america', 'police', 'state', 'says', 'trump', 'form', 'httpstco', 'icy', 'wutf']","['', 'eye', 'biden', 'leftw', 'handler', 'turn', 'america', 'polic', 'state', 'say', 'trump', 'form', 'httpstco', 'ici', 'wutf']","['', 'eye', 'biden', 'leftwing', 'handler', 'turning', 'america', 'police', 'state', 'say', 'trump', 'form', 'httpstco', 'icy', 'wutf']"
69,On 9/11 at 8 am 5 Israelis parked a van to view of #WTC. At 8:46 am first plane hit. They began #dancing and cheeri… https://t.co/xK4ROHdJbY,On   at   am   Israelis parked a van to view of WTC At   am first plane hit They began dancing and cheeri… httpstcoxK ROHdJbY,"['on', 'at', 'am', 'israelis', 'parked', 'a', 'van', 'to', 'view', 'of', 'wtc', 'at', 'am', 'first', 'plane', 'hit', 'they', 'began', 'dancing', 'and', 'cheeri', 'httpstcoxk', 'rohdjby']","['israelis', 'parked', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'dancing', 'cheeri', 'httpstcoxk', 'rohdjby']","['isra', 'park', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'danc', 'cheeri', 'httpstcoxk', 'rohdjbi']","['israeli', 'parked', 'van', 'view', 'wtc', 'first', 'plane', 'hit', 'began', 'dancing', 'cheeri', 'httpstcoxk', 'rohdjby']"
70,@tripleramc @SocialSecurity @HawaiiDOH @NavyMedicine Only a #military #dictatorship would be able to modify governm… https://t.co/TgTaMd3OVO,tripleramc SocialSecurity HawaiiDOH NavyMedicine Only a military dictatorship would be able to modify governm… httpstcoTgTaMd OVO,"['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'only', 'a', 'military', 'dictatorship', 'would', 'be', 'able', 'to', 'modify', 'governm', 'httpstcotgtamd', 'ovo']","['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'military', 'dictatorship', 'would', 'able', 'modify', 'governm', 'httpstcotgtamd', 'ovo']","['tripleramc', 'socialsecur', 'hawaiidoh', 'navymedicin', 'militari', 'dictatorship', 'would', 'abl', 'modifi', 'governm', 'httpstcotgtamd', 'ovo']","['tripleramc', 'socialsecurity', 'hawaiidoh', 'navymedicine', 'military', 'dictatorship', 'would', 'able', 'modify', 'governm', 'httpstcotgtamd', 'ovo']"
71,I guess some of u guys deal with that. She'll be busy getting a boob job &amp; looking in the mirror if you are in the… https://t.co/4rEJFR2qAz,I guess some of u guys deal with that Shell be busy getting a boob job amp looking in the mirror if you are in the… httpstco rEJFR qAz,"['i', 'guess', 'some', 'of', 'u', 'guys', 'deal', 'with', 'that', 'shell', 'be', 'busy', 'getting', 'a', 'boob', 'job', 'amp', 'looking', 'in', 'the', 'mirror', 'if', 'you', 'are', 'in', 'the', 'httpstco', 'rejfr', 'qaz']","['guess', 'u', 'guys', 'deal', 'shell', 'busy', 'getting', 'boob', 'job', 'amp', 'looking', 'mirror', 'httpstco', 'rejfr', 'qaz']","['guess', 'u', 'guy', 'deal', 'shell', 'busi', 'get', 'boob', 'job', 'amp', 'look', 'mirror', 'httpstco', 'rejfr', 'qaz']","['guess', 'u', 'guy', 'deal', 'shell', 'busy', 'getting', 'boob', 'job', 'amp', 'looking', 'mirror', 'httpstco', 'rejfr', 'qaz']"
72,Privilege is watching madonna self obsess on a wrinkle &amp; pay a fortune constantly to fix age after being exploited… https://t.co/871ygRcKK1,Privilege is watching madonna self obsess on a wrinkle amp pay a fortune constantly to fix age after being exploited… httpstco ygRcKK ,"['privilege', 'is', 'watching', 'madonna', 'self', 'obsess', 'on', 'a', 'wrinkle', 'amp', 'pay', 'a', 'fortune', 'constantly', 'to', 'fix', 'age', 'after', 'being', 'exploited', 'httpstco', 'ygrckk', '']","['privilege', 'watching', 'madonna', 'self', 'obsess', 'wrinkle', 'amp', 'pay', 'fortune', 'constantly', 'fix', 'age', 'exploited', 'httpstco', 'ygrckk', '']","['privileg', 'watch', 'madonna', 'self', 'obsess', 'wrinkl', 'amp', 'pay', 'fortun', 'constantli', 'fix', 'age', 'exploit', 'httpstco', 'ygrckk', '']","['privilege', 'watching', 'madonna', 'self', 'ob', 'wrinkle', 'amp', 'pay', 'fortune', 'constantly', 'fix', 'age', 'exploited', 'httpstco', 'ygrckk', '']"
74,Unfortunately its called privilege. The world would run into Iraq in heartbeat but does Ukraine have oil reserves?… https://t.co/KiXLvifQe2,Unfortunately its called privilege The world would run into Iraq in heartbeat but does Ukraine have oil reserves… httpstcoKiXLvifQe ,"['unfortunately', 'its', 'called', 'privilege', 'the', 'world', 'would', 'run', 'into', 'iraq', 'in', 'heartbeat', 'but', 'does', 'ukraine', 'have', 'oil', 'reserves', 'httpstcokixlvifqe', '']","['unfortunately', 'called', 'privilege', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukraine', 'oil', 'reserves', 'httpstcokixlvifqe', '']","['unfortun', 'call', 'privileg', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukrain', 'oil', 'reserv', 'httpstcokixlvifq', '']","['unfortunately', 'called', 'privilege', 'world', 'would', 'run', 'iraq', 'heartbeat', 'ukraine', 'oil', 'reserve', 'httpstcokixlvifqe', '']"
76,"@Jeff_9989 @Mashinsky Hé should be jailed and get convicted, I hope @FBI does it’s job find hard evidence and send… https://t.co/BXcYes88Bj",Jeff  Mashinsky Hé should be jailed and get convicted I hope FBI does it’s job find hard evidence and send… httpstcoBXcYes Bj,"['jeff', 'mashinsky', 'hé', 'should', 'be', 'jailed', 'and', 'get', 'convicted', 'i', 'hope', 'fbi', 'does', 'it', 's', 'job', 'find', 'hard', 'evidence', 'and', 'send', 'httpstcobxcyes', 'bj']","['jeff', 'mashinsky', 'hé', 'jailed', 'get', 'convicted', 'hope', 'fbi', 'job', 'find', 'hard', 'evidence', 'send', 'httpstcobxcyes', 'bj']","['jeff', 'mashinski', 'hé', 'jail', 'get', 'convict', 'hope', 'fbi', 'job', 'find', 'hard', 'evid', 'send', 'httpstcobxcy', 'bj']","['jeff', 'mashinsky', 'hé', 'jailed', 'get', 'convicted', 'hope', 'fbi', 'job', 'find', 'hard', 'evidence', 'send', 'httpstcobxcyes', 'bj']"
77,Gd forbid a woman should become leader in Iran &amp; put all their bad cops in prison &amp; reform the men. Holy cow what a… https://t.co/Ot8c3HCQO3,Gd forbid a woman should become leader in Iran amp put all their bad cops in prison amp reform the men Holy cow what a… httpstcoOt c HCQO ,"['gd', 'forbid', 'a', 'woman', 'should', 'become', 'leader', 'in', 'iran', 'amp', 'put', 'all', 'their', 'bad', 'cops', 'in', 'prison', 'amp', 'reform', 'the', 'men', 'holy', 'cow', 'what', 'a', 'httpstcoot', 'c', 'hcqo', '']","['gd', 'forbid', 'woman', 'become', 'leader', 'iran', 'amp', 'put', 'bad', 'cops', 'prison', 'amp', 'reform', 'men', 'holy', 'cow', 'httpstcoot', 'c', 'hcqo', '']","['gd', 'forbid', 'woman', 'becom', 'leader', 'iran', 'amp', 'put', 'bad', 'cop', 'prison', 'amp', 'reform', 'men', 'holi', 'cow', 'httpstcoot', 'c', 'hcqo', '']","['gd', 'forbid', 'woman', 'become', 'leader', 'iran', 'amp', 'put', 'bad', 'cop', 'prison', 'amp', 'reform', 'men', 'holy', 'cow', 'httpstcoot', 'c', 'hcqo', '']"
78,"@kylenabecker Got any legitimate sources to back any of this #BS up? 

“Becker…writes a steady stream of viral, oft… https://t.co/bLzhSzzEAk","kylenabecker Got any legitimate sources to back any of this BS up 

“Becker…writes a steady stream of viral oft… httpstcobLzhSzzEAk","['kylenabecker', 'got', 'any', 'legitimate', 'sources', 'to', 'back', 'any', 'of', 'this', 'bs', 'up', 'becker', 'writes', 'a', 'steady', 'stream', 'of', 'viral', 'oft', 'httpstcoblzhszzeak']","['kylenabecker', 'got', 'legitimate', 'sources', 'back', 'bs', 'becker', 'writes', 'steady', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']","['kylenabeck', 'got', 'legitim', 'sourc', 'back', 'bs', 'becker', 'write', 'steadi', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']","['kylenabecker', 'got', 'legitimate', 'source', 'back', 'b', 'becker', 'writes', 'steady', 'stream', 'viral', 'oft', 'httpstcoblzhszzeak']"
79,If anyone has seen the #FBI response to #Trump’s latest try to get #SCOTUS to give him access to the classified mat… https://t.co/UuwTZaFQdM,If anyone has seen the FBI response to Trump’s latest try to get SCOTUS to give him access to the classified mat… httpstcoUuwTZaFQdM,"['if', 'anyone', 'has', 'seen', 'the', 'fbi', 'response', 'to', 'trump', 's', 'latest', 'try', 'to', 'get', 'scotus', 'to', 'give', 'him', 'access', 'to', 'the', 'classified', 'mat', 'httpstcouuwtzafqdm']","['anyone', 'seen', 'fbi', 'response', 'trump', 'latest', 'try', 'get', 'scotus', 'give', 'access', 'classified', 'mat', 'httpstcouuwtzafqdm']","['anyon', 'seen', 'fbi', 'respons', 'trump', 'latest', 'tri', 'get', 'scotu', 'give', 'access', 'classifi', 'mat', 'httpstcouuwtzafqdm']","['anyone', 'seen', 'fbi', 'response', 'trump', 'latest', 'try', 'get', 'scotus', 'give', 'access', 'classified', 'mat', 'httpstcouuwtzafqdm']"
80,"#ProLife 

No #fbi raid will ensue like they did prolife demonstrators who blocked an abortion mill

Every Lefty wh… https://t.co/vYXHVARO9D","ProLife 

No fbi raid will ensue like they did prolife demonstrators who blocked an abortion mill

Every Lefty wh… httpstcovYXHVARO D","['prolife', 'no', 'fbi', 'raid', 'will', 'ensue', 'like', 'they', 'did', 'prolife', 'demonstrators', 'who', 'blocked', 'an', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvaro', 'd']","['prolife', 'fbi', 'raid', 'ensue', 'like', 'prolife', 'demonstrators', 'blocked', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvaro']","['prolif', 'fbi', 'raid', 'ensu', 'like', 'prolif', 'demonstr', 'block', 'abort', 'mill', 'everi', 'lefti', 'wh', 'httpstcovyxhvaro']","['prolife', 'fbi', 'raid', 'ensue', 'like', 'prolife', 'demonstrator', 'blocked', 'abortion', 'mill', 'every', 'lefty', 'wh', 'httpstcovyxhvaro']"
81,"#Security #News 

#Robbins, #FBI, #Putin, #FSB, #CBA and #Erasmus are stealing a #database from a #PrivateSector.

A #report. 

@RishiSunak","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector

A report 

RishiSunak","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'and', 'erasmus', 'are', 'stealing', 'a', 'database', 'from', 'a', 'privatesector', 'a', 'report', 'rishisunak']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'report', 'rishisunak']","['secur', 'news', 'robbin', 'fbi', 'putin', 'fsb', 'cba', 'erasmu', 'steal', 'databas', 'privatesector', 'report', 'rishisunak']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'report', 'rishisunak']"
82,@townhallcom @redsteeze Where is the #fbi raid like they did for #ProLife who blocked an abortion mill in Tennessee?,townhallcom redsteeze Where is the fbi raid like they did for ProLife who blocked an abortion mill in Tennessee,"['townhallcom', 'redsteeze', 'where', 'is', 'the', 'fbi', 'raid', 'like', 'they', 'did', 'for', 'prolife', 'who', 'blocked', 'an', 'abortion', 'mill', 'in', 'tennessee']","['townhallcom', 'redsteeze', 'fbi', 'raid', 'like', 'prolife', 'blocked', 'abortion', 'mill', 'tennessee']","['townhallcom', 'redsteez', 'fbi', 'raid', 'like', 'prolif', 'block', 'abort', 'mill', 'tennesse']","['townhallcom', 'redsteeze', 'fbi', 'raid', 'like', 'prolife', 'blocked', 'abortion', 'mill', 'tennessee']"
83,"#Security #News 

#Robbins, #FBI, #Putin, #FSB, #CBA and #Erasmus are stealing a #database from a #PrivateSector.… https://t.co/O5AmrrkxFE","Security News 

Robbins FBI Putin FSB CBA and Erasmus are stealing a database from a PrivateSector… httpstcoO AmrrkxFE","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'and', 'erasmus', 'are', 'stealing', 'a', 'database', 'from', 'a', 'privatesector', 'httpstcoo', 'amrrkxfe']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcoo', 'amrrkxfe']","['secur', 'news', 'robbin', 'fbi', 'putin', 'fsb', 'cba', 'erasmu', 'steal', 'databas', 'privatesector', 'httpstcoo', 'amrrkxf']","['security', 'news', 'robbins', 'fbi', 'putin', 'fsb', 'cba', 'erasmus', 'stealing', 'database', 'privatesector', 'httpstcoo', 'amrrkxfe']"
